ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Metodo_Pago_cat,Estado,Categoria,ID_Categoria,Precio_Unitario,Region,ID_Metodo,Metodo_Pago,ID_Ticket,Monto_Venta
2340,2024-12-13,76,38,6,3,Completa,Conservas,8,6.21,Centro,3,Tarjeta de Débito,705,37.26
2342,2024-07-14,180,22,6,4,Completa,Frutas y Verduras,4,4.21,Buenos Aires,4,Mercado Pago,1644,25.259999999999998
2344,2024-05-12,76,12,6,1,Completa,Panadería,3,8.12,Centro,1,Efectivo,701,48.72
2346,2024-02-28,274,25,4,3,Completa,Congelados,5,15.45,Buenos Aires,3,Tarjeta de Débito,2466,61.8
2347,2024-11-22,122,23,2,5,Completa,Congelados,5,8.23,Centro,5,Transferencia,1121,16.46
2348,2024-08-15,138,15,6,1,Completa,Panadería,3,3.51,Buenos Aires,1,Efectivo,1253,21.06
2352,2024-10-15,193,31,6,1,Pendiente,Galletitas y Snacks,7,5.24,Buenos Aires,1,Efectivo,1769,31.44
2353,2024-11-30,39,33,3,2,Completa,Galletitas y Snacks,7,8.54,Patagonia,2,Tarjeta de Crédito,355,25.619999999999997
2354,2024-06-20,20,15,3,5,Completa,Panadería,3,3.51,Cuyo,5,Transferencia,168,10.53
2355,2024-02-13,150,35,2,5,Completa,Conservas,8,4.25,Buenos Aires,5,Transferencia,1349,8.5
2356,2024-04-21,139,19,1,4,Completa,Frutas y Verduras,4,6.54,Buenos Aires,4,Mercado Pago,1256,6.54
2357,2024-08-05,125,32,5,5,Completa,Galletitas y Snacks,7,6.25,Patagonia,5,Transferencia,1150,31.25
2358,2024-12-19,316,28,1,5,Completa,Bebidas,6,9.45,Centro,5,Transferencia,2854,9.45
2359,2024-09-10,230,35,1,4,Pendiente,Conservas,8,4.25,Centro,4,Mercado Pago,2081,4.25
2360,2024-10-12,250,21,1,4,Completa,Frutas y Verduras,4,3.25,Centro,4,Mercado Pago,2274,3.25
2361,2024-08-02,164,21,5,5,Pendiente,Frutas y Verduras,4,3.25,Centro,5,Transferencia,1489,16.25
2362,2024-02-16,109,36,6,1,Completa,Conservas,8,3.25,Cuyo,1,Efectivo,1002,19.5
2363,2024-11-12,59,17,6,5,Pendiente,Frutas y Verduras,4,6.54,Centro,5,Transferencia,544,39.24
2364,2024-06-15,285,26,2,4,Pendiente,Congelados,5,9.54,Patagonia,4,Mercado Pago,2570,19.08
2365,2024-09-22,95,37,3,4,Completa,Conservas,8,3.65,Buenos Aires,4,Mercado Pago,876,10.95
2366,2024-03-07,222,17,2,4,Completa,Frutas y Verduras,4,6.54,Centro,4,Mercado Pago,2009,13.08
2367,2024-11-09,83,20,4,1,Completa,Frutas y Verduras,4,4.25,Buenos Aires,1,Efectivo,774,17.0
2368,2024-04-17,245,33,1,4,Completa,Galletitas y Snacks,7,8.54,NEA,4,Mercado Pago,2215,8.54
2369,2024-11-28,283,34,3,4,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,4,Mercado Pago,2558,16.35
2370,2024-10-13,19,28,5,2,Completa,Bebidas,6,9.45,Centro,2,Tarjeta de Crédito,162,47.25
2373,2024-06-24,125,26,1,1,Pendiente,Congelados,5,9.54,Patagonia,1,Efectivo,1145,9.54
2375,2024-02-17,82,38,1,3,Completa,Conservas,8,6.21,Buenos Aires,3,Tarjeta de Débito,757,6.21
2376,2024-06-07,168,21,4,3,Completa,Frutas y Verduras,4,3.25,Centro,3,Tarjeta de Débito,1525,13.0
2377,2024-09-24,224,26,5,4,Completa,Congelados,5,9.54,Cuyo,4,Mercado Pago,2036,47.699999999999996
2379,2024-05-06,321,13,5,1,Completa,Panadería,3,12.56,Cuyo,1,Efectivo,2896,62.800000000000004
2380,2024-12-06,175,12,5,3,Completa,Panadería,3,8.12,Buenos Aires,3,Tarjeta de Débito,1599,40.599999999999994
2382,2024-08-14,326,22,3,1,Completa,Frutas y Verduras,4,4.21,Cuyo,1,Efectivo,2945,12.629999999999999
2383,2024-10-30,237,14,3,4,Completa,Panadería,3,12.36,Buenos Aires,4,Mercado Pago,2156,37.08
2384,2024-05-24,238,16,5,1,Completa,Panadería,3,15.23,Buenos Aires,1,Efectivo,2161,76.15
2385,2024-04-01,76,12,4,3,Completa,Panadería,3,8.12,Centro,3,Tarjeta de Débito,700,32.48
2386,2024-10-18,102,15,5,5,Completa,Panadería,3,3.51,Patagonia,5,Transferencia,939,17.549999999999997
2387,2024-10-12,22,32,2,4,Completa,Galletitas y Snacks,7,6.25,Centro,4,Mercado Pago,193,12.5
2388,2024-05-03,128,37,2,5,Completa,Conservas,8,3.65,Buenos Aires,5,Transferencia,1168,7.3
2389,2024-07-28,64,29,1,1,Completa,Bebidas,6,11.54,NEA,1,Efectivo,592,11.54
2391,2024-03-03,271,32,1,4,Completa,Galletitas y Snacks,7,6.25,Patagonia,4,Mercado Pago,2434,6.25
2393,2024-07-01,58,15,4,1,Completa,Panadería,3,3.51,Buenos Aires,1,Efectivo,529,14.04
2394,2024-08-12,94,34,1,2,Completa,Galletitas y Snacks,7,5.45,Centro,2,Tarjeta de Crédito,865,5.45
2395,2024-04-13,248,12,5,3,Completa,Panadería,3,8.12,Centro,3,Tarjeta de Débito,2245,40.599999999999994
2397,2024-03-21,238,32,2,3,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,3,Tarjeta de Débito,2159,12.5
2398,2024-03-08,203,30,1,4,Completa,Bebidas,6,13.54,Buenos Aires,4,Mercado Pago,1836,13.54
2399,2024-06-29,73,37,2,1,Pendiente,Conservas,8,3.65,Centro,1,Efectivo,674,7.3
2400,2024-12-20,166,38,6,1,Completa,Conservas,8,6.21,NEA,1,Efectivo,1511,37.26
2401,2024-12-13,217,35,2,2,Completa,Conservas,8,4.25,Centro,2,Tarjeta de Crédito,1973,8.5
2402,2024-04-30,90,16,6,2,Completa,Panadería,3,15.23,Buenos Aires,2,Tarjeta de Crédito,828,91.38
2405,2024-06-09,77,28,2,1,Completa,Bebidas,6,9.45,Buenos Aires,1,Efectivo,709,18.9
2407,2024-04-16,209,34,5,3,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,3,Tarjeta de Débito,1892,27.25
2408,2024-08-01,89,15,1,5,Completa,Panadería,3,3.51,Patagonia,5,Transferencia,819,3.51
2409,2024-02-18,252,15,4,5,Completa,Panadería,3,3.51,Patagonia,5,Transferencia,2286,14.04
2410,2024-11-28,93,35,2,1,Pendiente,Conservas,8,4.25,Buenos Aires,1,Efectivo,859,8.5
2411,2024-06-27,178,24,2,5,Completa,Congelados,5,13.54,Patagonia,5,Transferencia,1624,27.08
2412,2024-07-18,5,36,3,1,Completa,Conservas,8,3.25,Centro,1,Efectivo,37,9.75
2413,2024-04-02,248,31,5,4,Completa,Galletitas y Snacks,7,5.24,Centro,4,Mercado Pago,2244,26.200000000000003
2414,2024-07-10,97,19,3,2,Completa,Frutas y Verduras,4,6.54,Buenos Aires,2,Tarjeta de Crédito,895,19.62
2415,2024-08-20,108,12,5,4,Completa,Panadería,3,8.12,Patagonia,4,Mercado Pago,999,40.599999999999994
2418,2024-05-30,308,27,4,3,Completa,Bebidas,6,6.21,Centro,3,Tarjeta de Débito,2765,24.84
2421,2024-12-17,268,36,2,4,Completa,Conservas,8,3.25,NOA,4,Mercado Pago,2422,6.5
2424,2024-08-25,61,14,3,3,Completa,Panadería,3,12.36,Buenos Aires,3,Tarjeta de Débito,559,37.08
2425,2024-11-30,132,24,2,4,Completa,Congelados,5,13.54,Buenos Aires,4,Mercado Pago,1207,27.08
2426,2024-04-21,75,30,2,4,Completa,Bebidas,6,13.54,NEA,4,Mercado Pago,690,27.08
2427,2024-02-20,57,35,2,1,Completa,Conservas,8,4.25,Centro,1,Efectivo,517,8.5
2429,2024-08-29,89,23,3,1,Completa,Congelados,5,8.23,Patagonia,1,Efectivo,820,24.69
2431,2024-11-20,31,26,5,2,Completa,Congelados,5,9.54,Centro,2,Tarjeta de Crédito,286,47.699999999999996
2432,2024-07-09,190,20,2,5,Pendiente,Frutas y Verduras,4,4.25,NEA,5,Transferencia,1742,8.5
2433,2024-06-03,126,29,2,1,Completa,Bebidas,6,11.54,Cuyo,1,Efectivo,1155,23.08
2434,2024-04-20,211,28,5,3,Pendiente,Bebidas,6,9.45,Centro,3,Tarjeta de Débito,1914,47.25
2435,2024-06-15,80,35,5,4,Completa,Conservas,8,4.25,NEA,4,Mercado Pago,741,21.25
2437,2024-06-11,139,28,3,5,Completa,Bebidas,6,9.45,Buenos Aires,5,Transferencia,1258,28.349999999999998
2438,2024-06-25,287,14,1,5,Pendiente,Panadería,3,12.36,NEA,5,Transferencia,2590,12.36
2440,2024-07-22,21,35,6,4,Completa,Conservas,8,4.25,Buenos Aires,4,Mercado Pago,181,25.5
2441,2024-05-26,205,23,5,4,Pendiente,Congelados,5,8.23,Patagonia,4,Mercado Pago,1854,41.150000000000006
2442,2024-02-27,266,26,3,5,Completa,Congelados,5,9.54,Buenos Aires,5,Transferencia,2397,28.619999999999997
2443,2024-05-23,74,13,6,4,Completa,Panadería,3,12.56,Patagonia,4,Mercado Pago,681,75.36
2445,2024-11-05,56,14,3,4,Completa,Panadería,3,12.36,Centro,4,Mercado Pago,514,37.08
2447,2024-06-11,53,18,1,5,Completa,Frutas y Verduras,4,7.25,Centro,5,Transferencia,473,7.25
2448,2024-05-24,242,37,5,1,Pendiente,Conservas,8,3.65,NEA,1,Efectivo,2191,18.25
2451,2024-05-17,311,12,1,3,Completa,Panadería,3,8.12,Buenos Aires,3,Tarjeta de Débito,2788,8.12
2452,2024-05-09,215,32,5,1,Completa,Galletitas y Snacks,7,6.25,NEA,1,Efectivo,1956,31.25
2453,2024-12-24,217,26,5,1,Completa,Congelados,5,9.54,Centro,1,Efectivo,1974,47.699999999999996
2454,2024-08-19,218,17,2,3,Pendiente,Frutas y Verduras,4,6.54,Centro,3,Tarjeta de Débito,1980,13.08
2456,2024-11-17,243,37,1,1,Pendiente,Conservas,8,3.65,Buenos Aires,1,Efectivo,2206,3.65
2458,2024-04-13,105,24,1,4,Pendiente,Congelados,5,13.54,Buenos Aires,4,Mercado Pago,965,13.54
2459,2024-09-07,61,33,6,1,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,1,Efectivo,560,51.239999999999995
2460,2024-02-28,301,15,5,4,Completa,Panadería,3,3.51,Cuyo,4,Mercado Pago,2694,17.549999999999997
2461,2024-10-03,185,20,5,5,Completa,Frutas y Verduras,4,4.25,Centro,5,Transferencia,1693,21.25
2462,2024-06-30,102,37,4,2,Pendiente,Conservas,8,3.65,Patagonia,2,Tarjeta de Crédito,937,14.6
2463,2024-11-14,95,27,4,5,Completa,Bebidas,6,6.21,Buenos Aires,5,Transferencia,879,24.84
2464,2024-11-27,18,34,6,4,Completa,Galletitas y Snacks,7,5.45,Centro,4,Mercado Pago,157,32.7
2468,2024-11-10,307,32,2,3,Completa,Galletitas y Snacks,7,6.25,Cuyo,3,Tarjeta de Débito,2760,12.5
2469,2024-04-11,79,36,4,5,Pendiente,Conservas,8,3.25,Patagonia,5,Transferencia,727,13.0
2470,2024-09-29,85,24,2,4,Completa,Congelados,5,13.54,Cuyo,4,Mercado Pago,789,27.08
2471,2024-07-25,32,35,2,3,Completa,Conservas,8,4.25,Cuyo,3,Tarjeta de Débito,293,8.5
2472,2024-12-28,236,26,4,2,Completa,Congelados,5,9.54,Buenos Aires,2,Tarjeta de Crédito,2145,38.16
2473,2024-05-05,181,37,5,4,Completa,Conservas,8,3.65,Patagonia,4,Mercado Pago,1654,18.25
2474,2024-07-19,188,19,3,4,Pendiente,Frutas y Verduras,4,6.54,Cuyo,4,Mercado Pago,1721,19.62
2475,2024-05-29,7,26,6,1,Completa,Congelados,5,9.54,Cuyo,1,Efectivo,52,57.239999999999995
2476,2024-06-03,69,21,5,1,Completa,Frutas y Verduras,4,3.25,Cuyo,1,Efectivo,637,16.25
2478,2024-03-17,109,29,3,3,Completa,Bebidas,6,11.54,Cuyo,3,Tarjeta de Débito,1004,34.62
2479,2024-03-05,85,34,5,5,Completa,Galletitas y Snacks,7,5.45,Cuyo,5,Transferencia,784,27.25
2480,2024-02-09,278,22,1,1,Completa,Frutas y Verduras,4,4.21,Centro,1,Efectivo,2499,4.21
2483,2024-12-08,14,13,3,4,Completa,Panadería,3,12.56,Buenos Aires,4,Mercado Pago,128,37.68
2484,2024-06-11,151,28,1,2,Completa,Bebidas,6,9.45,Buenos Aires,2,Tarjeta de Crédito,1362,9.45
2487,2024-05-08,250,35,5,3,Pendiente,Conservas,8,4.25,Centro,3,Tarjeta de Débito,2267,21.25
2489,2024-09-11,266,34,3,5,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,5,Transferencia,2404,16.35
2490,2024-04-10,162,26,3,5,Completa,Congelados,5,9.54,Patagonia,5,Transferencia,1466,28.619999999999997
2492,2024-06-20,68,31,2,3,Pendiente,Galletitas y Snacks,7,5.24,Patagonia,3,Tarjeta de Débito,625,10.48
2494,2024-10-28,211,33,5,1,Completa,Galletitas y Snacks,7,8.54,Centro,1,Efectivo,1919,42.699999999999996
2497,2024-04-12,105,26,5,4,Completa,Congelados,5,9.54,Buenos Aires,4,Mercado Pago,964,47.699999999999996
2498,2024-06-02,144,28,3,1,Completa,Bebidas,6,9.45,NEA,1,Efectivo,1302,28.349999999999998
2499,2024-04-21,310,24,1,3,Pendiente,Congelados,5,13.54,Patagonia,3,Tarjeta de Débito,2780,13.54
2500,2024-11-06,20,23,4,5,Completa,Congelados,5,8.23,Cuyo,5,Transferencia,173,32.92
2501,2024-10-28,272,17,4,4,Completa,Frutas y Verduras,4,6.54,Buenos Aires,4,Mercado Pago,2453,26.16
2502,2024-08-01,326,31,5,1,Completa,Galletitas y Snacks,7,5.24,Cuyo,1,Efectivo,2941,26.200000000000003
2504,2024-10-24,161,22,3,1,Completa,Frutas y Verduras,4,4.21,Patagonia,1,Efectivo,1458,12.629999999999999
2505,2024-06-02,235,30,4,4,Pendiente,Bebidas,6,13.54,NEA,4,Mercado Pago,2134,54.16
2506,2024-11-13,84,26,1,4,Completa,Congelados,5,9.54,Buenos Aires,4,Mercado Pago,779,9.54
2507,2024-03-28,243,33,3,4,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,4,Mercado Pago,2202,25.619999999999997
2508,2024-09-20,225,31,2,5,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,5,Transferencia,2044,10.48
2510,2024-10-02,294,31,4,4,Completa,Galletitas y Snacks,7,5.24,Centro,4,Mercado Pago,2649,20.96
2511,2024-06-15,259,37,3,3,Pendiente,Conservas,8,3.65,Cuyo,3,Tarjeta de Débito,2345,10.95
2512,2024-03-09,87,36,1,4,Completa,Conservas,8,3.25,Patagonia,4,Mercado Pago,801,3.25
2513,2024-09-25,290,18,1,1,Completa,Frutas y Verduras,4,7.25,Buenos Aires,1,Efectivo,2618,7.25
2514,2024-10-26,255,21,5,1,Completa,Frutas y Verduras,4,3.25,Buenos Aires,1,Efectivo,2315,16.25
2516,2024-06-27,268,17,4,5,Completa,Frutas y Verduras,4,6.54,NOA,5,Transferencia,2417,26.16
2521,2024-10-04,20,35,4,3,Completa,Conservas,8,4.25,Cuyo,3,Tarjeta de Débito,171,17.0
2522,2024-12-23,110,25,3,4,Completa,Congelados,5,15.45,NEA,4,Mercado Pago,1015,46.349999999999994
2523,2024-10-10,63,17,6,5,Completa,Frutas y Verduras,4,6.54,Buenos Aires,5,Transferencia,582,39.24
2525,2024-07-25,231,38,4,5,Completa,Conservas,8,6.21,Patagonia,5,Transferencia,2092,24.84
2527,2024-02-22,55,14,3,5,Completa,Panadería,3,12.36,Patagonia,5,Transferencia,491,37.08
2528,2024-07-24,164,13,1,1,Completa,Panadería,3,12.56,Centro,1,Efectivo,1487,12.56
2529,2024-07-05,77,31,1,5,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,5,Transferencia,711,5.24
2531,2024-08-23,274,35,2,3,Completa,Conservas,8,4.25,Buenos Aires,3,Tarjeta de Débito,2471,8.5
2532,2024-04-03,28,13,5,4,Completa,Panadería,3,12.56,NEA,4,Mercado Pago,255,62.800000000000004
2533,2024-08-12,12,21,1,1,Completa,Frutas y Verduras,4,3.25,Patagonia,1,Efectivo,104,3.25
2535,2024-11-20,118,29,2,3,Completa,Bebidas,6,11.54,Centro,3,Tarjeta de Débito,1080,23.08
2536,2024-07-09,194,29,3,3,Completa,Bebidas,6,11.54,Buenos Aires,3,Tarjeta de Débito,1777,34.62
2537,2024-08-14,57,26,2,1,Completa,Congelados,5,9.54,Centro,1,Efectivo,523,19.08
2538,2024-09-04,141,30,5,3,Completa,Bebidas,6,13.54,NEA,3,Tarjeta de Débito,1277,67.69999999999999
2539,2024-04-28,135,37,4,3,Completa,Conservas,8,3.65,Cuyo,3,Tarjeta de Débito,1231,14.6
2540,2024-02-06,75,28,6,1,Pendiente,Bebidas,6,9.45,NEA,1,Efectivo,687,56.699999999999996
2541,2024-11-14,3,38,3,1,Completa,Conservas,8,6.21,Patagonia,1,Efectivo,23,18.63
2542,2024-10-19,189,25,4,4,Pendiente,Congelados,5,15.45,Patagonia,4,Mercado Pago,1734,61.8
2543,2024-11-14,296,32,4,1,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,1,Efectivo,2663,25.0
2544,2024-05-05,34,30,1,1,Completa,Bebidas,6,13.54,Cuyo,1,Efectivo,304,13.54
2545,2024-03-14,233,12,1,4,Completa,Panadería,3,8.12,Centro,4,Mercado Pago,2104,8.12
2546,2024-10-22,274,23,4,1,Completa,Congelados,5,8.23,Buenos Aires,1,Efectivo,2472,32.92
2548,2024-10-03,206,27,6,2,Completa,Bebidas,6,6.21,NEA,2,Tarjeta de Crédito,1870,37.26
2550,2024-02-28,138,23,4,3,Pendiente,Congelados,5,8.23,Buenos Aires,3,Tarjeta de Débito,1247,32.92
2552,2024-06-25,310,31,6,5,Completa,Galletitas y Snacks,7,5.24,Patagonia,5,Transferencia,2781,31.44
2554,2024-04-26,306,36,1,4,Completa,Conservas,8,3.25,Cuyo,4,Mercado Pago,2735,3.25
2555,2024-02-13,130,33,3,5,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,5,Transferencia,1180,25.619999999999997
2556,2024-08-18,162,26,4,1,Completa,Congelados,5,9.54,Patagonia,1,Efectivo,1470,38.16
2558,2024-10-03,177,25,6,4,Completa,Congelados,5,15.45,NEA,4,Mercado Pago,1616,92.69999999999999
2559,2024-02-14,87,15,6,1,Pendiente,Panadería,3,3.51,Patagonia,1,Efectivo,800,21.06
2560,2024-02-21,249,33,3,5,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,5,Transferencia,2257,25.619999999999997
2561,2024-04-11,133,19,3,1,Completa,Frutas y Verduras,4,6.54,Buenos Aires,1,Efectivo,1208,19.62
2562,2024-11-24,79,36,6,1,Completa,Conservas,8,3.25,Patagonia,1,Efectivo,736,19.5
2563,2024-03-19,99,15,4,4,Completa,Panadería,3,3.51,Buenos Aires,4,Mercado Pago,911,14.04
2565,2024-08-14,318,19,5,1,Completa,Frutas y Verduras,4,6.54,Buenos Aires,1,Efectivo,2870,32.7
2567,2024-05-11,56,27,3,5,Completa,Bebidas,6,6.21,Centro,5,Transferencia,506,18.63
2568,2024-05-07,92,33,4,4,Completa,Galletitas y Snacks,7,8.54,Patagonia,4,Mercado Pago,849,34.16
2569,2024-10-07,177,32,4,4,Completa,Galletitas y Snacks,7,6.25,NEA,4,Mercado Pago,1617,25.0
2571,2024-04-03,54,18,5,4,Completa,Frutas y Verduras,4,7.25,Buenos Aires,4,Mercado Pago,481,36.25
2572,2024-02-13,258,26,4,1,Completa,Congelados,5,9.54,Centro,1,Efectivo,2332,38.16
2575,2024-10-28,13,23,4,4,Pendiente,Congelados,5,8.23,Centro,4,Mercado Pago,115,32.92
2576,2024-09-25,214,15,2,3,Pendiente,Panadería,3,3.51,Patagonia,3,Tarjeta de Débito,1949,7.02
2579,2024-06-01,66,27,5,5,Pendiente,Bebidas,6,6.21,Buenos Aires,5,Transferencia,608,31.05
2580,2024-03-30,287,22,4,3,Pendiente,Frutas y Verduras,4,4.21,NEA,3,Tarjeta de Débito,2585,16.84
2581,2024-04-12,260,26,2,4,Completa,Congelados,5,9.54,Buenos Aires,4,Mercado Pago,2349,19.08
2582,2024-06-14,124,32,2,1,Completa,Galletitas y Snacks,7,6.25,NEA,1,Efectivo,1134,12.5
2583,2024-05-14,220,26,4,4,Completa,Congelados,5,9.54,Centro,4,Mercado Pago,1996,38.16
2585,2024-03-19,323,19,1,1,Completa,Frutas y Verduras,4,6.54,Centro,1,Efectivo,2908,6.54
2587,2024-10-25,221,37,1,5,Completa,Conservas,8,3.65,Buenos Aires,5,Transferencia,2007,3.65
2588,2024-10-20,116,27,4,3,Completa,Bebidas,6,6.21,Buenos Aires,3,Tarjeta de Débito,1063,24.84
2589,2024-10-23,274,22,5,4,Completa,Frutas y Verduras,4,4.21,Buenos Aires,4,Mercado Pago,2473,21.05
2590,2024-05-14,283,21,4,3,Completa,Frutas y Verduras,4,3.25,Buenos Aires,3,Tarjeta de Débito,2551,13.0
2595,2024-11-28,196,32,5,4,Completa,Galletitas y Snacks,7,6.25,Cuyo,4,Mercado Pago,1786,31.25
2596,2024-04-20,287,12,5,1,Completa,Panadería,3,8.12,NEA,1,Efectivo,2586,40.599999999999994
2597,2024-11-06,80,22,6,4,Completa,Frutas y Verduras,4,4.21,NEA,4,Mercado Pago,747,25.259999999999998
2598,2024-10-28,155,18,6,5,Pendiente,Frutas y Verduras,4,7.25,Cuyo,5,Transferencia,1405,43.5
2599,2024-05-27,176,30,2,4,Completa,Bebidas,6,13.54,NEA,4,Mercado Pago,1603,27.08
2600,2024-02-28,187,25,4,5,Completa,Congelados,5,15.45,Buenos Aires,5,Transferencia,1709,61.8
2601,2024-06-04,218,32,3,5,Completa,Galletitas y Snacks,7,6.25,Centro,5,Transferencia,1978,18.75
2602,2024-05-06,157,37,1,5,Completa,Conservas,8,3.65,Patagonia,5,Transferencia,1419,3.65
2603,2024-11-05,156,37,1,1,Pendiente,Conservas,8,3.65,Patagonia,1,Efectivo,1416,3.65
2604,2024-02-15,319,23,1,5,Completa,Congelados,5,8.23,Patagonia,5,Transferencia,2875,8.23
2605,2024-05-04,210,24,6,5,Completa,Congelados,5,13.54,Centro,5,Transferencia,1903,81.24
2607,2024-09-06,214,38,1,1,Completa,Conservas,8,6.21,Patagonia,1,Efectivo,1947,6.21
2608,2024-12-07,222,12,4,3,Completa,Panadería,3,8.12,Centro,3,Tarjeta de Débito,2021,32.48
2609,2024-06-30,148,12,6,3,Completa,Panadería,3,8.12,Centro,3,Tarjeta de Débito,1333,48.72
2612,2024-09-06,165,20,4,1,Completa,Frutas y Verduras,4,4.25,Buenos Aires,1,Efectivo,1500,17.0
2613,2024-09-30,251,26,3,1,Pendiente,Congelados,5,9.54,Centro,1,Efectivo,2284,28.619999999999997
2614,2024-06-03,279,34,4,5,Pendiente,Galletitas y Snacks,7,5.45,Centro,5,Transferencia,2516,21.8
2615,2024-04-25,277,16,4,5,Completa,Panadería,3,15.23,Patagonia,5,Transferencia,2491,60.92
2617,2024-10-01,63,35,2,5,Completa,Conservas,8,4.25,Buenos Aires,5,Transferencia,581,8.5
2619,2024-11-21,209,14,4,1,Completa,Panadería,3,12.36,Buenos Aires,1,Efectivo,1901,49.44
2620,2024-09-23,29,22,2,5,Completa,Frutas y Verduras,4,4.21,NEA,5,Transferencia,262,8.42
2621,2024-11-10,112,23,2,5,Pendiente,Congelados,5,8.23,NEA,5,Transferencia,1035,16.46
2622,2024-08-17,27,35,4,5,Completa,Conservas,8,4.25,Buenos Aires,5,Transferencia,246,17.0
2625,2024-08-21,188,35,5,4,Completa,Conservas,8,4.25,Cuyo,4,Mercado Pago,1723,21.25
2627,2024-08-05,241,36,4,2,Completa,Conservas,8,3.25,Buenos Aires,2,Tarjeta de Crédito,2183,13.0
2628,2024-03-19,195,14,5,2,Completa,Panadería,3,12.36,Centro,2,Tarjeta de Crédito,1781,61.8
2629,2024-07-09,233,19,1,4,Pendiente,Frutas y Verduras,4,6.54,Centro,4,Mercado Pago,2112,6.54
2630,2024-03-27,223,19,5,3,Completa,Frutas y Verduras,4,6.54,Buenos Aires,3,Tarjeta de Débito,2022,32.7
2631,2024-11-06,27,22,3,4,Completa,Frutas y Verduras,4,4.21,Buenos Aires,4,Mercado Pago,249,12.629999999999999
2632,2024-04-18,53,31,6,3,Completa,Galletitas y Snacks,7,5.24,Centro,3,Tarjeta de Débito,470,31.44
2634,2024-02-17,31,15,6,5,Completa,Panadería,3,3.51,Centro,5,Transferencia,274,21.06
2635,2024-04-20,263,34,5,1,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,1,Efectivo,2373,27.25
2636,2024-06-20,88,19,4,3,Completa,Frutas y Verduras,4,6.54,Patagonia,3,Tarjeta de Débito,811,26.16
2637,2024-11-20,316,26,1,1,Completa,Congelados,5,9.54,Centro,1,Efectivo,2852,9.54
2638,2024-10-01,91,24,4,4,Completa,Congelados,5,13.54,Buenos Aires,4,Mercado Pago,845,54.16
2639,2024-07-09,228,35,5,5,Completa,Conservas,8,4.25,Centro,5,Transferencia,2061,21.25
2640,2024-12-28,25,30,1,5,Completa,Bebidas,6,13.54,Patagonia,5,Transferencia,232,13.54
2642,2024-02-11,54,37,5,4,Completa,Conservas,8,3.65,Buenos Aires,4,Mercado Pago,478,18.25
2643,2024-12-29,121,12,5,4,Completa,Panadería,3,8.12,Cuyo,4,Mercado Pago,1110,40.599999999999994
2644,2024-11-05,69,21,2,4,Completa,Frutas y Verduras,4,3.25,Cuyo,4,Mercado Pago,639,6.5
2645,2024-04-24,182,32,6,5,Completa,Galletitas y Snacks,7,6.25,Centro,5,Transferencia,1658,37.5
2647,2024-09-21,83,23,6,5,Completa,Congelados,5,8.23,Buenos Aires,5,Transferencia,772,49.38
2648,2024-06-10,299,31,1,1,Completa,Galletitas y Snacks,7,5.24,Cuyo,1,Efectivo,2684,5.24
2649,2024-09-11,294,28,1,4,Pendiente,Bebidas,6,9.45,Centro,4,Mercado Pago,2647,9.45
2650,2024-09-25,48,26,2,2,Pendiente,Congelados,5,9.54,Patagonia,2,Tarjeta de Crédito,431,19.08
2651,2024-09-17,272,21,4,5,Completa,Frutas y Verduras,4,3.25,Buenos Aires,5,Transferencia,2449,13.0
2652,2024-07-19,247,23,1,1,Completa,Congelados,5,8.23,Buenos Aires,1,Efectivo,2237,8.23
2654,2024-06-09,224,14,3,2,Pendiente,Panadería,3,12.36,Cuyo,2,Tarjeta de Crédito,2033,37.08
2655,2024-06-07,176,18,1,2,Completa,Frutas y Verduras,4,7.25,NEA,2,Tarjeta de Crédito,1605,7.25
2656,2024-07-30,207,14,4,5,Completa,Panadería,3,12.36,Buenos Aires,5,Transferencia,1875,49.44
2657,2024-06-10,171,12,1,4,Completa,Panadería,3,8.12,Cuyo,4,Mercado Pago,1559,8.12
2658,2024-06-17,235,36,6,3,Completa,Conservas,8,3.25,NEA,3,Tarjeta de Débito,2135,19.5
2659,2024-05-01,274,13,5,4,Completa,Panadería,3,12.56,Buenos Aires,4,Mercado Pago,2468,62.800000000000004
2661,2024-04-18,121,29,3,2,Completa,Bebidas,6,11.54,Cuyo,2,Tarjeta de Crédito,1104,34.62
2662,2024-10-09,15,14,6,4,Completa,Panadería,3,12.36,Buenos Aires,4,Mercado Pago,135,74.16
2665,2024-03-06,36,20,6,5,Pendiente,Frutas y Verduras,4,4.25,Buenos Aires,5,Transferencia,322,25.5
2666,2024-04-19,12,36,3,3,Completa,Conservas,8,3.25,Patagonia,3,Tarjeta de Débito,98,9.75
